dataset_name;varsortability;N_variables;N_obs;algo_name;algo_param;library_name;Error;fdr;tpr;fpr;shd;nnz;precision;recall;F1;gscore;runtime_second;experiment_time
sim-03.Network1_amp.continuous;0.5416666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.0;0.25;1;5;0.8;0.6667;0.7273;0.5;26.79;Sun Mar 12 12:15:07 2023
sim-17.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.8571;1.3333;4;6;0.3333;0.2857;0.3077;0.0;27.53;Sun Mar 12 12:15:08 2023
sim-30.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;28.59;Sun Mar 12 12:15:09 2023
sim-44.Network1_amp.continuous;0.5;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;28.81;Sun Mar 12 12:15:09 2023
sim-42.Network1_amp.continuous;0.2083333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.8;0.5;1.0;6;5;0.2;0.1667;0.1818;0.0;34.79;Sun Mar 12 12:15:15 2023
sim-02.Network2_amp.continuous;0.3939393939393939;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;36.05;Sun Mar 12 12:15:16 2023
sim-33.Network1_amp.continuous;0.5416666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.5;0.5;4;3;0.3333;0.1667;0.2222;0.0;37.78;Sun Mar 12 12:15:18 2023
sim-07.Network1_amp.continuous;0.1666666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;4;4;0.5;0.3333;0.4;0.0;38.74;Sun Mar 12 12:15:19 2023
sim-20.Network1_amp.continuous;0.2916666666666667;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.75;0.5;0.75;5;4;0.25;0.1667;0.2;0.0;40.56;Sun Mar 12 12:15:21 2023
sim-01.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5714;1.0;1.3333;4;7;0.4286;0.4286;0.4286;0.0;40.8;Sun Mar 12 12:15:21 2023
sim-27.Network1_amp.continuous;0.5;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;41.13;Sun Mar 12 12:15:21 2023
sim-25.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;22.72;Sun Mar 12 12:15:22 2023
sim-09.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;3;5;0.6;0.5;0.5455;0.1667;42.72;Sun Mar 12 12:15:23 2023
sim-56.Network1_amp.continuous;0.1666666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;3;5;0.4;0.3333;0.3636;0.0;43.04;Sun Mar 12 12:15:23 2023
sim-28.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.3333;0.8571;0.3333;4;3;0.6667;0.2857;0.4;0.1429;22.55;Sun Mar 12 12:15:25 2023
sim-08.Network1_amp.continuous;0.25;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;47.41;Sun Mar 12 12:15:28 2023
sim-17.Network1_amp.continuous;0.2083333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.8;0.5;1.0;5;5;0.2;0.1667;0.1818;0.0;48.02;Sun Mar 12 12:15:28 2023
sim-60.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;48.36;Sun Mar 12 12:15:29 2023
sim-23.Network2_amp.continuous;0.5151515151515151;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;3;5;0.4;0.2857;0.3333;0.0;31.42;Sun Mar 12 12:15:29 2023
sim-54.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;49.29;Sun Mar 12 12:15:30 2023
sim-22.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.0;1.1429;0.0;1;4;1.0;0.5714;0.7273;0.5714;32.74;Sun Mar 12 12:15:30 2023
sim-24.Network2_amp.continuous;0.4242424242424242;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;30.41;Sun Mar 12 12:15:30 2023
sim-45.Network1_amp.continuous;0.5;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;3;4;0.75;0.5;0.6;0.3333;49.47;Sun Mar 12 12:15:30 2023
sim-30.Network2_amp.continuous;0.4242424242424242;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.0;1.1429;0.0;1;4;1.0;0.5714;0.7273;0.5714;24.79;Sun Mar 12 12:15:31 2023
sim-34.Network2_amp.continuous;0.5151515151515151;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;2;5;0.8;0.5714;0.6667;0.4286;22.62;Sun Mar 12 12:15:32 2023
sim-59.Network1_amp.continuous;0.2916666666666667;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.5;0.25;4;2;0.5;0.1667;0.25;0.0;52.7;Sun Mar 12 12:15:33 2023
sim-26.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;33.47;Sun Mar 12 12:15:33 2023
sim-50.Network1_amp.continuous;0.5;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;55.37;Sun Mar 12 12:15:36 2023
sim-36.Network1_amp.continuous;0.7083333333333334;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;56.73;Sun Mar 12 12:15:37 2023
sim-11.Network1_amp.continuous;0.5416666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.0;0.25;1;5;0.8;0.6667;0.7273;0.5;58.09;Sun Mar 12 12:15:38 2023
sim-31.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;30.6;Sun Mar 12 12:15:38 2023
sim-22.Network1_amp.continuous;0.25;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.7143;0.6667;1.25;5;7;0.2857;0.3333;0.3077;0.0;59.1;Sun Mar 12 12:15:39 2023
sim-27.Network2_amp.continuous;0.4848484848484848;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;1;5;0.8;0.5714;0.6667;0.4286;39.75;Sun Mar 12 12:15:42 2023
sim-33.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;3;4;0.5;0.2857;0.3636;0.0;32.87;Sun Mar 12 12:15:42 2023
sim-29.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;2;4;0.75;0.4286;0.5455;0.2857;37.7;Sun Mar 12 12:15:42 2023
sim-16.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;5;5;0.4;0.3333;0.3636;0.0;62.56;Sun Mar 12 12:15:43 2023
sim-32.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;1.0;1.0;3;6;0.5;0.4286;0.4615;0.0;36.51;Sun Mar 12 12:15:45 2023
sim-51.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;15.71;Sun Mar 12 12:15:46 2023
sim-01.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;66.07;Sun Mar 12 12:15:47 2023
sim-36.Network2_amp.continuous;0.4848484848484848;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;1;5;0.8;0.5714;0.6667;0.4286;30.58;Sun Mar 12 12:15:47 2023
sim-40.Network1_amp.continuous;0.4583333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;67.84;Sun Mar 12 12:15:48 2023
sim-10.Network1_amp.continuous;0.1666666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.8;0.5;1.0;5;5;0.2;0.1667;0.1818;0.0;67.66;Sun Mar 12 12:15:48 2023
sim-47.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;19.91;Sun Mar 12 12:15:49 2023
sim-51.Network1_amp.continuous;0.2083333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;69.83;Sun Mar 12 12:15:50 2023
sim-07.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;5;5;0.4;0.2857;0.3333;0.0;70.51;Sun Mar 12 12:15:51 2023
sim-53.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;4;5;0.6;0.4286;0.5;0.1429;21.33;Sun Mar 12 12:15:51 2023
sim-38.Network1_amp.continuous;0.2083333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.6667;1.0;5;6;0.3333;0.3333;0.3333;0.0;71.43;Sun Mar 12 12:15:52 2023
sim-50.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;21.99;Sun Mar 12 12:15:52 2023
sim-45.Network2_amp.continuous;0.4242424242424242;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.8571;1.3333;4;6;0.3333;0.2857;0.3077;0.0;29.13;Sun Mar 12 12:15:54 2023
sim-21.Network2_amp.continuous;0.5454545454545454;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;1.0;1.0;3;6;0.5;0.4286;0.4615;0.0;57.65;Sun Mar 12 12:15:54 2023
sim-02.Network1_amp.continuous;0.25;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;5;5;0.4;0.3333;0.3636;0.0;75.16;Sun Mar 12 12:15:55 2023
sim-47.Network1_amp.continuous;0.1666666666666666;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.75;0.5;0.75;5;4;0.25;0.1667;0.2;0.0;75.42;Sun Mar 12 12:15:56 2023
sim-21.Network1_amp.continuous;0.5;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;76.47;Sun Mar 12 12:15:57 2023
sim-44.Network2_amp.continuous;0.3939393939393939;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;4;4;0.5;0.2857;0.3636;0.0;33.37;Sun Mar 12 12:15:57 2023
sim-34.Network1_amp.continuous;0.5833333333333334;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;3;4;0.75;0.5;0.6;0.3333;76.88;Sun Mar 12 12:15:57 2023
sim-15.Network1_amp.continuous;0.25;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;77.12;Sun Mar 12 12:15:57 2023
sim-55.Network2_amp.continuous;0.4545454545454545;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;2;5;0.8;0.5714;0.6667;0.4286;26.45;Sun Mar 12 12:15:59 2023
sim-35.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;4;4;0.5;0.2857;0.3636;0.0;44.13;Sun Mar 12 12:16:00 2023
sim-40.Network2_amp.continuous;0.4848484848484848;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;1;5;0.8;0.5714;0.6667;0.4286;38.52;Sun Mar 12 12:16:00 2023
sim-52.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;30.44;Sun Mar 12 12:16:00 2023
sim-25.Network1_amp.continuous;0.25;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.5;0.5;4;3;0.3333;0.1667;0.2222;0.0;79.85;Sun Mar 12 12:16:00 2023
sim-41.Network1_amp.continuous;0.2083333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;80.28;Sun Mar 12 12:16:01 2023
sim-19.Network1_amp.continuous;0.4583333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;3;4;0.75;0.5;0.6;0.3333;80.4;Sun Mar 12 12:16:01 2023
sim-07.Network3_amp.continuous;0.3636363636363636;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.3333;0.8571;0.3333;3;3;0.6667;0.2857;0.4;0.1429;16.41;Sun Mar 12 12:16:01 2023
sim-37.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;43.29;Sun Mar 12 12:16:02 2023
sim-56.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.8571;1.3333;5;6;0.3333;0.2857;0.3077;0.0;28.49;Sun Mar 12 12:16:02 2023
sim-46.Network2_amp.continuous;0.4848484848484848;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;34.48;Sun Mar 12 12:16:03 2023
sim-16.Network2_amp.continuous;0.3939393939393939;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.625;1.0;1.6667;5;8;0.375;0.4286;0.4;0.0;84.97;Sun Mar 12 12:16:06 2023
sim-57.Network1_amp.continuous;0.3333333333333333;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;86.5;Sun Mar 12 12:16:07 2023
sim-43.Network1_amp.continuous;0.375;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;88.13;Sun Mar 12 12:16:09 2023
sim-04.Network3_amp.continuous;0.3939393939393939;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;4;4;0.5;0.2857;0.3636;0.0;27.32;Sun Mar 12 12:16:10 2023
sim-60.Network2_amp.continuous;0.2727272727272727;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;3;4;0.5;0.2857;0.3636;0.0;31.56;Sun Mar 12 12:16:10 2023
sim-49.Network2_amp.continuous;0.696969696969697;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.0;1.2857;0.0;0;5;1.0;0.7143;0.8333;0.7143;41.3;Sun Mar 12 12:16:10 2023
sim-01.Network3_amp.continuous;0.5151515151515151;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;4;5;0.6;0.4286;0.5;0.1429;33.23;Sun Mar 12 12:16:12 2023
sim-05.Network3_amp.continuous;0.4545454545454545;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;2;4;0.75;0.4286;0.5455;0.2857;30.37;Sun Mar 12 12:16:13 2023
sim-03.Network3_amp.continuous;0.5454545454545454;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;33.13;Sun Mar 12 12:16:15 2023
sim-42.Network2_amp.continuous;0.303030303030303;5;500;notearslowrank;{'w_init': None, 'max_iter': 15, 'h_tol': 1e-06, 'rho_max': 1e+20, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;4;4;0.5;0.2857;0.3636;0.0;52.76;Sun Mar 12 12:16:15 2023
