dataset_name;varsortability;N_variables;N_obs;algo_name;algo_param;library_name;Error;fdr;tpr;fpr;shd;nnz;precision;recall;F1;gscore;runtime_second;experiment_time
G3_v2_confounders_numdata.csv;0.5;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5357;0.6842;0.1119;19;28;0.4643;0.6842;0.5532;0.0;1.32;Sat Mar 11 15:57:19 2023
G5_v3_confounders_numdata.csv;0.7547169811320755;18;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6176;0.4483;0.1694;31;34;0.3714;0.4483;0.4062;0.0;7.07;Sat Mar 11 15:57:19 2023
G2_v4_confounders_numdata.csv;0.8285714285714286;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.56;0.6875;0.1022;17;25;0.44;0.6875;0.5366;0.0;1.86;Sat Mar 11 15:57:19 2023
G2_v3_confounders_numdata.csv;0.7105263157894737;19;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.7188;0.5625;0.1484;26;32;0.2812;0.5625;0.375;0.0;2.23;Sat Mar 11 15:57:19 2023
G2_v2_confounders_numdata.csv;0.7931034482758621;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5957;0.76;0.1514;32;47;0.4043;0.76;0.5278;0.0;2.25;Sat Mar 11 15:57:19 2023
G4_v2_confounders_numdata.csv;0.7833333333333333;18;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5517;0.5652;0.1231;22;29;0.3714;0.5652;0.4483;0.0;7.22;Sat Mar 11 15:57:19 2023
G3_v4_confounders_numdata.csv;0.8;18;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6452;0.4231;0.1575;29;31;0.3333;0.4231;0.3729;0.0;7.49;Sat Mar 11 15:57:19 2023
G5_v3_numdata.csv;0.7935779816513762;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.375;0.5952;0.0893;28;40;0.5814;0.5952;0.5882;0.1667;7.66;Sat Mar 11 15:57:19 2023
G2_v2_confounders_numdata.csv;0.7931034482758621;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6111;0.56;0.1189;31;36;0.3784;0.56;0.4516;0.0;7.7;Sat Mar 11 15:57:19 2023
G4_v1_numdata.csv;0.8404255319148937;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5128;0.4634;0.1183;38;39;0.475;0.4634;0.4691;0.0;7.77;Sat Mar 11 15:57:19 2023
G2_v5_confounders_numdata.csv;0.6746031746031746;18;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6452;0.4231;0.1575;32;31;0.3548;0.4231;0.386;0.0;7.9;Sat Mar 11 15:57:20 2023
G3_v1_numdata.csv;0.7752808988764045;20;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.7222;0.2857;0.1677;43;36;0.2703;0.2857;0.2778;0.0;8.4;Sat Mar 11 15:57:20 2023
G3_v3_confounders_numdata.csv;0.7549019607843137;20;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6364;0.4615;0.128;31;33;0.3636;0.4615;0.4068;0.0;8.46;Sat Mar 11 15:57:20 2023
G4_v4_numdata.csv;0.8356164383561644;20;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4211;0.6286;0.1032;25;38;0.5641;0.6286;0.5946;0.1429;8.46;Sat Mar 11 15:57:20 2023
G2_v1_confounders_numdata.csv;0.7948717948717948;19;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.619;0.7619;0.1733;30;42;0.381;0.7619;0.5079;0.0;4.24;Sat Mar 11 15:57:21 2023
G5_v4_numdata.csv;0.7324561403508771;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5238;0.4444;0.1333;40;42;0.4762;0.4444;0.4598;0.0;9.36;Sat Mar 11 15:57:21 2023
G4_v3_confounders_numdata.csv;0.7901234567901234;17;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.4;0.8;0.1509;21;40;0.6;0.8;0.6857;0.2667;2.08;Sat Mar 11 15:57:21 2023
G2_v3_confounders_numdata.csv;0.7105263157894737;19;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.7188;0.5625;0.1484;27;32;0.2812;0.5625;0.375;0.0;9.59;Sat Mar 11 15:57:21 2023
G3_v5_confounders_numdata.csv;0.7727272727272727;17;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.4643;0.7895;0.1111;17;28;0.5357;0.7895;0.6383;0.1053;2.93;Sat Mar 11 15:57:22 2023
G2_v1_confounders_numdata.csv;0.7948717948717948;19;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8;0.3333;0.1867;33;35;0.1944;0.3333;0.2456;0.0;9.97;Sat Mar 11 15:57:22 2023
G2_v1_numdata.csv;0.7615384615384615;22;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6346;0.6333;0.1642;41;52;0.3654;0.6333;0.4634;0.0;1.82;Sat Mar 11 15:57:22 2023
G5_v1_numdata.csv;0.7769784172661871;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5526;0.3617;0.1288;47;38;0.4474;0.3617;0.4;0.0;10.52;Sat Mar 11 15:57:22 2023
G4_v1_confounders_numdata.csv;0.7971014492753623;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5098;0.8333;0.2114;30;51;0.4902;0.8333;0.6173;0.0;3.16;Sat Mar 11 15:57:22 2023
G3_v3_numdata.csv;0.7440476190476191;23;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6216;0.3889;0.106;35;37;0.3784;0.3889;0.3836;0.0;10.9;Sat Mar 11 15:57:23 2023
G5_v2_numdata.csv;0.6697674418604651;22;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.561;0.3462;0.1285;51;41;0.4286;0.3462;0.383;0.0;10.96;Sat Mar 11 15:57:23 2023
G3_v1_numdata.csv;0.7752808988764045;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6066;0.6857;0.2387;45;61;0.3934;0.6857;0.5;0.0;1.52;Sat Mar 11 15:57:23 2023
G5_v2_confounders_numdata.csv;0.680921052631579;19;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6935;0.4872;0.3258;58;62;0.3065;0.4872;0.3762;0.0;3.06;Sat Mar 11 15:57:23 2023
G2_v2_numdata.csv;0.7582417582417582;24;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5098;0.7143;0.1079;34;51;0.4902;0.7143;0.5814;0.0;2.57;Sat Mar 11 15:57:23 2023
G2_v3_numdata.csv;0.7051282051282052;22;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5263;0.6667;0.098;23;38;0.4737;0.6667;0.5538;0.0;11.31;Sat Mar 11 15:57:23 2023
G5_v5_numdata.csv;0.7207792207792207;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5676;0.3265;0.1304;46;37;0.4324;0.3265;0.3721;0.0;11.39;Sat Mar 11 15:57:23 2023
G4_v3_confounders_numdata.csv;0.7901234567901234;17;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.697;0.3333;0.217;36;33;0.303;0.3333;0.3175;0.0;11.51;Sat Mar 11 15:57:23 2023
G2_v1_numdata.csv;0.7615384615384615;22;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6905;0.4333;0.1443;38;42;0.3095;0.4333;0.3611;0.0;11.9;Sat Mar 11 15:57:24 2023
G3_v4_numdata.csv;0.8116883116883117;22;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6452;0.6471;0.203;49;62;0.3548;0.6471;0.4583;0.0;1.7;Sat Mar 11 15:57:24 2023
G2_v5_confounders_numdata.csv;0.6746031746031746;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.7021;0.5385;0.2598;40;47;0.2979;0.5385;0.3836;0.0;6.43;Sat Mar 11 15:57:24 2023
G3_v1_confounders_numdata.csv;0.75;17;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8667;0.2105;0.2222;33;30;0.1333;0.2105;0.1633;0.0;12.32;Sat Mar 11 15:57:24 2023
G3_v4_confounders_numdata.csv;0.8;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5714;0.4615;0.126;27;28;0.4286;0.4615;0.4444;0.0;6.41;Sat Mar 11 15:57:24 2023
G3_v1_confounders_numdata.csv;0.75;17;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.7143;0.7368;0.2991;38;49;0.2857;0.7368;0.4118;0.0;7.35;Sat Mar 11 15:57:25 2023
G2_v3_numdata.csv;0.7051282051282052;22;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.4571;0.7037;0.0784;21;35;0.5429;0.7037;0.6129;0.1111;4.44;Sat Mar 11 15:57:25 2023
G4_v5_numdata.csv;0.7349397590361446;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6491;0.625;0.2342;43;57;0.3509;0.625;0.4494;0.0;2.04;Sat Mar 11 15:57:25 2023
G3_v2_numdata.csv;0.7222222222222222;21;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5676;0.5926;0.1148;27;37;0.4;0.5926;0.4776;0.0;14.18;Sat Mar 11 15:57:26 2023
G5_v3_confounders_numdata.csv;0.7547169811320755;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5227;0.7241;0.1855;27;44;0.4773;0.7241;0.5753;0.0;6.47;Sat Mar 11 15:57:26 2023
G4_v5_confounders_numdata.csv;0.71875;17;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.65;0.7;0.2241;29;40;0.35;0.7;0.4667;0.0;7.07;Sat Mar 11 15:57:26 2023
G4_v4_confounders_numdata.csv;0.782608695652174;17;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.561;0.7826;0.2035;27;41;0.439;0.7826;0.5625;0.0;7.06;Sat Mar 11 15:57:26 2023
G4_v2_confounders_numdata.csv;0.7833333333333333;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.7778;0.3478;0.2154;38;36;0.2222;0.3478;0.2712;0.0;7.55;Sat Mar 11 15:57:27 2023
G5_v5_numdata.csv;0.7207792207792207;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.7027;0.449;0.323;73;74;0.2973;0.449;0.3577;0.0;3.31;Sat Mar 11 15:57:27 2023
G4_v3_numdata.csv;0.8346774193548387;20;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5135;0.4186;0.1293;40;37;0.4865;0.4186;0.45;0.0;15.09;Sat Mar 11 15:57:27 2023
G3_v5_confounders_numdata.csv;0.7727272727272727;17;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8333;0.2632;0.2137;34;30;0.1613;0.2632;0.2;0.0;15.27;Sat Mar 11 15:57:27 2023
G5_v5_confounders_numdata.csv;0.6875;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.66;0.4857;0.2797;47;50;0.34;0.4857;0.4;0.0;7.33;Sat Mar 11 15:57:27 2023
G3_v3_confounders_numdata.csv;0.7549019607843137;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6667;0.5385;0.1707;35;42;0.3333;0.5385;0.4118;0.0;9.69;Sat Mar 11 15:57:27 2023
G2_v5_numdata.csv;0.7288135593220338;22;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5882;0.5385;0.0976;29;34;0.3784;0.5385;0.4444;0.0;15.96;Sat Mar 11 15:57:28 2023
G4_v4_numdata.csv;0.8356164383561644;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5532;0.6;0.1677;36;47;0.4468;0.6;0.5122;0.0;4.99;Sat Mar 11 15:57:28 2023
G3_v5_numdata.csv;0.8083333333333333;20;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.7143;0.3125;0.1582;42;35;0.2778;0.3125;0.2941;0.0;16.16;Sat Mar 11 15:57:28 2023
G5_v4_confounders_numdata.csv;0.7363636363636363;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5814;0.6207;0.2016;34;43;0.4186;0.6207;0.5;0.0;8.29;Sat Mar 11 15:57:28 2023
G5_v5_confounders_numdata.csv;0.6875;18;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.7188;0.2571;0.1949;41;32;0.2812;0.2571;0.2687;0.0;16.48;Sat Mar 11 15:57:28 2023
G5_v2_confounders_numdata.csv;0.680921052631579;19;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.7297;0.2564;0.2045;50;37;0.2703;0.2564;0.2632;0.0;16.72;Sat Mar 11 15:57:29 2023
G3_v2_numdata.csv;0.7222222222222222;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.439;0.8519;0.0984;21;41;0.561;0.8519;0.6765;0.1852;8.44;Sat Mar 11 15:57:30 2023
G2_v5_numdata.csv;0.7288135593220338;22;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5526;0.6538;0.1024;27;38;0.4474;0.6538;0.5312;0.0;9.03;Sat Mar 11 15:57:30 2023
G2_v4_numdata.csv;0.8090909090909091;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.4667;0.6154;0.0761;21;30;0.5333;0.6154;0.5714;0.0769;10.04;Sat Mar 11 15:57:31 2023
G4_v1_numdata.csv;0.8404255319148937;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5439;0.6341;0.1834;42;57;0.4561;0.6341;0.5306;0.0;8.38;Sat Mar 11 15:57:31 2023
G4_v3_numdata.csv;0.8346774193548387;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.4545;0.6977;0.1701;34;55;0.5455;0.6977;0.6122;0.1163;8.09;Sat Mar 11 15:57:31 2023
G3_v3_numdata.csv;0.7440476190476191;23;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6667;0.4722;0.1567;46;51;0.3333;0.4722;0.3908;0.0;9.5;Sat Mar 11 15:57:31 2023
G5_v1_numdata.csv;0.7769784172661871;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6061;0.5532;0.2454;57;66;0.3939;0.5532;0.4602;0.0;8.28;Sat Mar 11 15:57:32 2023
G5_v3_numdata.csv;0.7935779816513762;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5862;0.5714;0.2024;45;58;0.4138;0.5714;0.48;0.0;8.29;Sat Mar 11 15:57:32 2023
G3_v5_numdata.csv;0.8083333333333333;20;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5435;0.6562;0.1582;34;46;0.4565;0.6562;0.5385;0.0;9.64;Sat Mar 11 15:57:32 2023
G5_v4_numdata.csv;0.7324561403508771;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6154;0.5556;0.2424;55;65;0.3846;0.5556;0.4545;0.0;8.85;Sat Mar 11 15:57:32 2023
G5_v2_numdata.csv;0.6697674418604651;22;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.5614;0.4808;0.1788;54;57;0.4386;0.4808;0.4587;0.0;9.3;Sat Mar 11 15:57:33 2023
G2_v2_numdata.csv;0.7582417582417582;24;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6957;0.4;0.1328;48;46;0.2979;0.4;0.3415;0.0;20.83;Sat Mar 11 15:57:33 2023
G3_v4_numdata.csv;0.8116883116883117;22;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.6585;0.4118;0.1371;41;41;0.3415;0.4118;0.3733;0.0;21.04;Sat Mar 11 15:57:33 2023
G5_v1_confounders_numdata.csv;0.7445652173913043;18;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.475;0.6562;0.157;29;40;0.525;0.6562;0.5833;0.0625;13.23;Sat Mar 11 15:57:33 2023
G4_v2_numdata.csv;0.7802197802197802;21;500;icalingam;{'random_state': None, 'max_iter': 1000, 'thresh': 0.3};gCastle;No Error;0.6531;0.5152;0.1808;41;49;0.3469;0.5152;0.4146;0.0;11.59;Sat Mar 11 15:57:34 2023
G3_v1_confounders_numdata.csv;0.75;17;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.9118;0.1579;0.265;42;34;0.0882;0.1579;0.1132;0.0;11.39;Sat Mar 11 15:57:36 2023
G2_v4_confounders_numdata.csv;0.8285714285714286;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.7391;0.375;0.1241;21;23;0.2609;0.375;0.3077;0.0;13.42;Sat Mar 11 15:57:38 2023
G4_v3_confounders_numdata.csv;0.7901234567901234;17;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.4865;0.6333;0.1698;27;37;0.5135;0.6333;0.5672;0.0333;11.18;Sat Mar 11 15:57:38 2023
G2_v5_confounders_numdata.csv;0.6746031746031746;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.6842;0.4615;0.2047;34;38;0.3158;0.4615;0.375;0.0;13.38;Sat Mar 11 15:57:38 2023
G4_v4_confounders_numdata.csv;0.782608695652174;17;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.7692;0.3913;0.2655;38;39;0.2308;0.3913;0.2903;0.0;11.12;Sat Mar 11 15:57:38 2023
G4_v5_confounders_numdata.csv;0.71875;17;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.6562;0.55;0.181;25;32;0.3438;0.55;0.4231;0.0;11.97;Sat Mar 11 15:57:39 2023
G2_v3_confounders_numdata.csv;0.7105263157894737;19;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.8148;0.3125;0.1419;25;27;0.1852;0.3125;0.2326;0.0;15.13;Sat Mar 11 15:57:39 2023
G4_v1_confounders_numdata.csv;0.7971014492753623;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.4872;0.6667;0.1545;26;39;0.5128;0.6667;0.5797;0.0333;12.9;Sat Mar 11 15:57:39 2023
G5_v4_confounders_numdata.csv;0.7363636363636363;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.5714;0.5172;0.1613;29;35;0.4286;0.5172;0.4688;0.0;12.79;Sat Mar 11 15:57:40 2023
G4_v2_confounders_numdata.csv;0.7833333333333333;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.8438;0.2174;0.2077;37;32;0.1562;0.2174;0.1818;0.0;14.9;Sat Mar 11 15:57:41 2023
G3_v3_confounders_numdata.csv;0.7549019607843137;20;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.68;0.3077;0.1037;30;25;0.32;0.3077;0.3137;0.0;16.69;Sat Mar 11 15:57:42 2023
G3_v4_confounders_numdata.csv;0.8;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.8571;0.1538;0.189;37;28;0.1429;0.1538;0.1481;0.0;16.78;Sat Mar 11 15:57:42 2023
G5_v3_confounders_numdata.csv;0.7547169811320755;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.5333;0.7241;0.1935;29;45;0.4667;0.7241;0.5676;0.0;15.99;Sat Mar 11 15:57:44 2023
G3_v2_confounders_numdata.csv;0.5;18;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.64;0.4737;0.1194;22;25;0.36;0.4737;0.4091;0.0;18.71;Sat Mar 11 15:57:44 2023
G3_v1_numdata.csv;0.7752808988764045;20;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.7021;0.4;0.2129;46;47;0.2979;0.4;0.3415;0.0;14.38;Sat Mar 11 15:57:45 2023
G3_v5_numdata.csv;0.8083333333333333;20;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.575;0.5312;0.1456;33;40;0.425;0.5312;0.4722;0.0;13.99;Sat Mar 11 15:57:45 2023
G4_v3_numdata.csv;0.8346774193548387;20;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.5926;0.5116;0.2177;48;54;0.4074;0.5116;0.4536;0.0;14.12;Sat Mar 11 15:57:46 2023
G3_v5_confounders_numdata.csv;0.7727272727272727;17;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.625;0.6316;0.1709;25;32;0.375;0.6316;0.4706;0.0;20.15;Sat Mar 11 15:57:47 2023
G2_v2_confounders_numdata.csv;0.7931034482758621;21;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.7838;0.32;0.1568;39;37;0.2162;0.32;0.2581;0.0;23.04;Sat Mar 11 15:57:47 2023
G4_v2_numdata.csv;0.7802197802197802;21;500;directlingam;{'prior_knowledge': None, 'measure': 'pwling', 'thresh': 0.3};gCastle;No Error;0.7317;0.3333;0.1695;41;41;0.2683;0.3333;0.2973;0.0;15.65;Sat Mar 11 15:57:47 2023
