dataset_name;varsortability;N_variables;N_obs;algo_name;algo_param;library_name;Error;fdr;tpr;fpr;shd;nnz;precision;recall;F1;gscore;runtime_second;experiment_time
sim-12.Network1_amp.continuous;0.2916666666666667;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;16.21;Sun Mar 12 11:42:16 2023
sim-22.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.8;0.5;1.0;5;5;0.2;0.1667;0.1818;0.0;16.32;Sun Mar 12 11:42:16 2023
sim-04.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;16.49;Sun Mar 12 11:42:17 2023
sim-49.Network1_amp.continuous;0.5;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.2;1.0;0.25;1;5;0.8;0.6667;0.7273;0.5;17.68;Sun Mar 12 11:42:18 2023
sim-18.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.3333;0.6667;0.25;3;3;0.6667;0.3333;0.4444;0.1667;18.27;Sun Mar 12 11:42:18 2023
sim-48.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;18.29;Sun Mar 12 11:42:18 2023
sim-11.Network1_amp.continuous;0.5416666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.2;1.0;0.25;1;5;0.8;0.6667;0.7273;0.5;19.02;Sun Mar 12 11:42:19 2023
sim-14.Network1_amp.continuous;0.7916666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;19.26;Sun Mar 12 11:42:19 2023
sim-25.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.5;0.5;4;3;0.3333;0.1667;0.2222;0.0;19.84;Sun Mar 12 11:42:20 2023
sim-24.Network1_amp.continuous;0.375;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;3;5;0.4;0.3333;0.3636;0.0;19.93;Sun Mar 12 11:42:20 2023
sim-02.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;5;5;0.4;0.3333;0.3636;0.0;20.08;Sun Mar 12 11:42:20 2023
sim-53.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.5;0.5;6;3;0.3333;0.1667;0.2222;0.0;20.19;Sun Mar 12 11:42:20 2023
sim-42.Network1_amp.continuous;0.2083333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;5;5;0.4;0.3333;0.3636;0.0;20.4;Sun Mar 12 11:42:20 2023
sim-03.Network1_amp.continuous;0.5416666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;3;4;0.75;0.5;0.6;0.3333;20.7;Sun Mar 12 11:42:21 2023
sim-21.Network1_amp.continuous;0.5;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;20.94;Sun Mar 12 11:42:21 2023
sim-28.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.5;0.5;5;3;0.3333;0.1667;0.2222;0.0;21.0;Sun Mar 12 11:42:21 2023
sim-15.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;1.0;1.0;4;6;0.5;0.4286;0.4615;0.0;21.15;Sun Mar 12 11:42:21 2023
sim-50.Network1_amp.continuous;0.5;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;21.61;Sun Mar 12 11:42:22 2023
sim-16.Network1_amp.continuous;0.375;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;5;5;0.4;0.3333;0.3636;0.0;21.68;Sun Mar 12 11:42:22 2023
sim-30.Network1_amp.continuous;0.375;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;22.03;Sun Mar 12 11:42:22 2023
sim-16.Network2_amp.continuous;0.3939393939393939;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5714;1.0;1.3333;5;7;0.4286;0.4286;0.4286;0.0;23.81;Sun Mar 12 11:42:24 2023
sim-01.Network1_amp.continuous;0.375;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;24.39;Sun Mar 12 11:42:24 2023
sim-17.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6667;0.8571;1.3333;4;6;0.3333;0.2857;0.3077;0.0;24.57;Sun Mar 12 11:42:25 2023
sim-39.Network1_amp.continuous;0.2916666666666667;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;24.94;Sun Mar 12 11:42:25 2023
sim-12.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;25.05;Sun Mar 12 11:42:25 2023
sim-55.Network1_amp.continuous;0.2916666666666667;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;3;5;0.6;0.5;0.5455;0.1667;25.71;Sun Mar 12 11:42:26 2023
sim-15.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;25.82;Sun Mar 12 11:42:26 2023
sim-19.Network2_amp.continuous;0.3939393939393939;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.75;0.7143;1.0;5;4;0.25;0.1429;0.1818;0.0;26.82;Sun Mar 12 11:42:27 2023
sim-03.Network2_amp.continuous;0.5757575757575758;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.8333;0.7143;0.7692;0.5714;27.05;Sun Mar 12 11:42:27 2023
sim-19.Network1_amp.continuous;0.4583333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;0.8333;0.0;2;3;1.0;0.5;0.6667;0.5;27.15;Sun Mar 12 11:42:27 2023
sim-24.Network2_amp.continuous;0.4242424242424242;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;14.85;Sun Mar 12 11:42:28 2023
sim-11.Network2_amp.continuous;0.6363636363636364;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;1.1429;0.0;1;4;1.0;0.5714;0.7273;0.5714;27.98;Sun Mar 12 11:42:28 2023
sim-56.Network1_amp.continuous;0.1666666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.8;0.5;1.0;4;5;0.2;0.1667;0.1818;0.0;28.39;Sun Mar 12 11:42:29 2023
sim-32.Network1_amp.continuous;0.25;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.6667;0.75;4;5;0.4;0.3333;0.3636;0.0;28.46;Sun Mar 12 11:42:29 2023
sim-05.Network1_amp.continuous;0.4583333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;28.99;Sun Mar 12 11:42:29 2023
sim-59.Network1_amp.continuous;0.2916666666666667;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.5;0.25;4;2;0.5;0.1667;0.25;0.0;30.5;Sun Mar 12 11:42:31 2023
sim-34.Network1_amp.continuous;0.5833333333333334;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;3;4;0.75;0.5;0.6;0.3333;30.67;Sun Mar 12 11:42:31 2023
sim-40.Network1_amp.continuous;0.4583333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;0.8333;0.5;2;5;0.6;0.5;0.5455;0.1667;30.84;Sun Mar 12 11:42:31 2023
sim-13.Network2_amp.continuous;0.6060606060606061;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;1.1429;0.0;1;4;1.0;0.5714;0.7273;0.5714;31.52;Sun Mar 12 11:42:32 2023
sim-27.Network2_amp.continuous;0.4848484848484848;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.2;1.1429;0.3333;1;5;0.8;0.5714;0.6667;0.4286;18.31;Sun Mar 12 11:42:32 2023
sim-45.Network2_amp.continuous;0.4242424242424242;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;12.83;Sun Mar 12 11:42:32 2023
sim-02.Network2_amp.continuous;0.3939393939393939;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;32.28;Sun Mar 12 11:42:32 2023
sim-05.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;2;4;0.75;0.4286;0.5455;0.2857;32.33;Sun Mar 12 11:42:32 2023
sim-13.Network1_amp.continuous;0.6666666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;0.8333;0.25;2;4;0.75;0.5;0.6;0.3333;32.32;Sun Mar 12 11:42:32 2023
sim-36.Network2_amp.continuous;0.4848484848484848;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;1.1429;0.0;1;4;1.0;0.5714;0.7273;0.5714;16.48;Sun Mar 12 11:42:33 2023
sim-57.Network1_amp.continuous;0.3333333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;33.88;Sun Mar 12 11:42:34 2023
sim-17.Network1_amp.continuous;0.2083333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;34.31;Sun Mar 12 11:42:34 2023
sim-29.Network1_amp.continuous;0.2916666666666667;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;34.44;Sun Mar 12 11:42:35 2023
sim-01.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;35.0;Sun Mar 12 11:42:35 2023
sim-33.Network2_amp.continuous;0.2727272727272727;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.8571;0.6667;3;4;0.5;0.2857;0.3636;0.0;19.6;Sun Mar 12 11:42:36 2023
sim-29.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;2;4;0.75;0.4286;0.5455;0.2857;21.67;Sun Mar 12 11:42:37 2023
sim-23.Network2_amp.continuous;0.5151515151515151;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6667;0.5714;0.6154;0.2857;24.63;Sun Mar 12 11:42:37 2023
sim-34.Network2_amp.continuous;0.5151515151515151;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;3;4;0.75;0.4286;0.5455;0.2857;22.49;Sun Mar 12 11:42:39 2023
sim-09.Network2_amp.continuous;0.2727272727272727;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;39.27;Sun Mar 12 11:42:39 2023
sim-13.Network3_amp.continuous;0.7575757575757576;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;1.0;0.0;2;3;1.0;0.4286;0.6;0.4286;10.84;Sun Mar 12 11:42:40 2023
sim-41.Network1_amp.continuous;0.2083333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.0;0.6667;0.0;3;2;1.0;0.3333;0.5;0.3333;40.74;Sun Mar 12 11:42:41 2023
sim-51.Network1_amp.continuous;0.2083333333333333;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;0.6667;0.5;3;4;0.5;0.3333;0.4;0.0;40.8;Sun Mar 12 11:42:41 2023
sim-49.Network2_amp.continuous;0.696969696969697;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;20.66;Sun Mar 12 11:42:41 2023
sim-37.Network2_amp.continuous;0.2727272727272727;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.6;0.8571;1.0;4;5;0.4;0.2857;0.3333;0.0;25.38;Sun Mar 12 11:42:41 2023
sim-50.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6;0.4286;0.5;0.1429;20.79;Sun Mar 12 11:42:42 2023
sim-11.Network3_amp.continuous;0.6666666666666666;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.25;1.0;0.3333;2;4;0.75;0.4286;0.5455;0.2857;12.99;Sun Mar 12 11:42:42 2023
sim-43.Network2_amp.continuous;0.303030303030303;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.4;1.0;0.6667;2;5;0.6;0.4286;0.5;0.1429;23.7;Sun Mar 12 11:42:42 2023
sim-55.Network2_amp.continuous;0.4545454545454545;5;500;notears;{'lambda1': 0.1, 'loss_type': 'l2', 'max_iter': 100, 'h_tol': 1e-08, 'rho_max': 1e+16, 'w_threshold': 0.3};gCastle;No Error;0.5;1.0;1.0;3;6;0.5;0.4286;0.4615;0.0;21.98;Sun Mar 12 11:42:44 2023
