dataset_name;varsortability;N_variables;N_obs;algo_name;algo_param;library_name;Error;fdr;tpr;fpr;shd;nnz;precision;recall;F1;gscore;runtime_second;experiment_time
sim-08.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.7143;0.8333;0.7692;0.5;0.17;Sat Mar  4 11:48:53 2023
sim-45.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.625;0.8333;0.7143;0.3333;0.14;Sat Mar  4 11:48:53 2023
sim-31.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.6;1.0;0.75;0.3333;0.16;Sat Mar  4 11:48:53 2023
sim-38.Network1_amp.continuous;0.2083333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8333;0.75;4;6;0.5;0.5;0.5;0.0;0.17;Sat Mar  4 11:48:53 2023
sim-29.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.5714;0.6667;0.6154;0.1667;0.15;Sat Mar  4 11:48:53 2023
sim-03.Network2_amp.continuous;0.5757575757575758;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6667;0.5714;0.6154;0.2857;0.14;Sat Mar  4 11:48:53 2023
sim-26.Network1_amp.continuous;0.1666666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.625;0.8333;0.7143;0.3333;0.17;Sat Mar  4 11:48:53 2023
sim-48.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.6667;1.0;0.8;0.5;0.15;Sat Mar  4 11:48:53 2023
sim-55.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.5714;0.6667;0.6154;0.1667;0.16;Sat Mar  4 11:48:53 2023
sim-05.Network1_amp.continuous;0.4583333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.625;0.8333;1.25;5;8;0.375;0.5;0.4286;0.0;0.15;Sat Mar  4 11:48:53 2023
sim-01.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6667;0.5714;0.6154;0.2857;0.16;Sat Mar  4 11:48:53 2023
sim-05.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.1429;1.0;3;7;0.5556;0.7143;0.625;0.1429;0.17;Sat Mar  4 11:48:53 2023
sim-20.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.1429;1.3333;4;8;0.6;0.8571;0.7059;0.2857;0.18;Sat Mar  4 11:48:53 2023
sim-46.Network1_amp.continuous;0.4583333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.6667;1.0;0.8;0.5;0.16;Sat Mar  4 11:48:53 2023
sim-12.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.2857;0.6667;2;7;0.7;1.0;0.8235;0.5714;0.19;Sat Mar  4 11:48:53 2023
sim-13.Network2_amp.continuous;0.6060606060606061;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.1429;1.3333;4;8;0.5;0.7143;0.5882;0.0;0.19;Sat Mar  4 11:48:53 2023
sim-47.Network1_amp.continuous;0.1666666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.0;0.25;1;5;0.8333;0.8333;0.8333;0.6667;0.17;Sat Mar  4 11:48:53 2023
sim-51.Network1_amp.continuous;0.2083333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.625;0.8333;0.7143;0.3333;0.14;Sat Mar  4 11:48:53 2023
sim-17.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6667;0.5714;0.6154;0.2857;0.15;Sat Mar  4 11:48:53 2023
sim-23.Network1_amp.continuous;0.4166666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.6;1.0;0.75;0.3333;0.16;Sat Mar  4 11:48:53 2023
sim-30.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.6667;1.0;0.8;0.5;0.15;Sat Mar  4 11:48:53 2023
sim-54.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;1.0;4;8;0.5;0.6667;0.5714;0.0;0.19;Sat Mar  4 11:48:53 2023
sim-58.Network1_amp.continuous;0.4166666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.7143;0.8333;0.7692;0.5;0.16;Sat Mar  4 11:48:53 2023
sim-50.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8333;0.75;3;6;0.5;0.5;0.5;0.0;0.16;Sat Mar  4 11:48:53 2023
sim-20.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.5;1.0;0.6667;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-43.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8333;0.75;3;6;0.5;0.5;0.5;0.0;0.17;Sat Mar  4 11:48:53 2023
sim-18.Network2_amp.continuous;0.3939393939393939;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6;0.8571;0.7059;0.2857;0.16;Sat Mar  4 11:48:53 2023
sim-24.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.5;0.8333;0.625;0.0;0.16;Sat Mar  4 11:48:53 2023
sim-39.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;0.8333;0.5;3;5;0.6667;0.6667;0.6667;0.3333;0.14;Sat Mar  4 11:48:53 2023
sim-37.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.1667;0.0;0;5;0.75;1.0;0.8571;0.6667;0.16;Sat Mar  4 11:48:53 2023
sim-02.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.5455;1.0;0.7059;0.1667;0.18;Sat Mar  4 11:48:53 2023
sim-42.Network1_amp.continuous;0.2083333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;0.8333;0.5;3;5;0.6667;0.6667;0.6667;0.3333;0.17;Sat Mar  4 11:48:53 2023
sim-53.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;1.0;4;8;0.5;0.8333;0.625;0.0;0.17;Sat Mar  4 11:48:53 2023
sim-12.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.1667;0.0;0;5;0.8571;1.0;0.9231;0.8333;0.16;Sat Mar  4 11:48:53 2023
sim-34.Network1_amp.continuous;0.5833333333333334;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.6;1.0;0.75;0.3333;0.16;Sat Mar  4 11:48:53 2023
sim-14.Network2_amp.continuous;0.4242424242424242;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.1429;0.3333;2;5;0.6667;0.5714;0.6154;0.2857;0.17;Sat Mar  4 11:48:53 2023
sim-19.Network2_amp.continuous;0.3939393939393939;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.2857;0.6667;2;7;0.5556;0.7143;0.625;0.1429;0.18;Sat Mar  4 11:48:53 2023
sim-56.Network1_amp.continuous;0.1666666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.6667;1.0;0.8;0.5;0.13;Sat Mar  4 11:48:53 2023
sim-06.Network2_amp.continuous;0.3939393939393939;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.875;1.0;0.9333;0.8571;0.17;Sat Mar  4 11:48:53 2023
sim-09.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.75;1.0;0.8571;0.6667;0.16;Sat Mar  4 11:48:53 2023
sim-36.Network1_amp.continuous;0.7083333333333334;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.1667;0.0;0;5;0.75;1.0;0.8571;0.6667;0.14;Sat Mar  4 11:48:53 2023
sim-07.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.1429;1.3333;4;8;0.4444;0.5714;0.5;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-27.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.7143;0.8333;0.7692;0.5;0.17;Sat Mar  4 11:48:53 2023
sim-17.Network1_amp.continuous;0.2083333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;0.8333;0.75;3;6;0.5;0.5;0.5;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-21.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.1667;0.0;0;5;0.6;1.0;0.75;0.3333;0.16;Sat Mar  4 11:48:53 2023
sim-09.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.2857;0.6667;2;7;0.7;1.0;0.8235;0.5714;0.16;Sat Mar  4 11:48:53 2023
sim-22.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.1667;0.0;0;5;0.75;1.0;0.8571;0.6667;0.16;Sat Mar  4 11:48:53 2023
sim-32.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.6;1.0;0.75;0.3333;0.17;Sat Mar  4 11:48:53 2023
sim-33.Network1_amp.continuous;0.5416666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.7143;0.8333;0.7692;0.5;0.18;Sat Mar  4 11:48:53 2023
sim-40.Network1_amp.continuous;0.4583333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.0;0.25;1;5;0.8333;0.8333;0.8333;0.6667;0.15;Sat Mar  4 11:48:53 2023
sim-11.Network1_amp.continuous;0.5416666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;0.8333;1.0;4;7;0.4286;0.5;0.4615;0.0;0.19;Sat Mar  4 11:48:53 2023
sim-28.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.5455;1.0;0.7059;0.1667;0.17;Sat Mar  4 11:48:53 2023
sim-02.Network2_amp.continuous;0.3939393939393939;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.1429;1.0;4;7;0.4286;0.8571;0.5714;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-49.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.6;1.0;0.75;0.3333;0.17;Sat Mar  4 11:48:53 2023
sim-18.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.1667;0.5;2;7;0.625;0.8333;0.7143;0.3333;0.15;Sat Mar  4 11:48:53 2023
sim-03.Network1_amp.continuous;0.5416666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;0.8333;1.0;4;7;0.4286;0.5;0.4615;0.0;0.19;Sat Mar  4 11:48:53 2023
sim-10.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.7778;1.0;0.875;0.7143;0.17;Sat Mar  4 11:48:53 2023
sim-07.Network1_amp.continuous;0.1666666666666666;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.625;0.8333;0.7143;0.3333;0.18;Sat Mar  4 11:48:53 2023
sim-01.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5714;0.8333;1.0;4;7;0.4286;0.5;0.4615;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-16.Network1_amp.continuous;0.375;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.5;0.8333;0.625;0.0;0.18;Sat Mar  4 11:48:53 2023
sim-15.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.7;1.0;0.8235;0.5714;0.19;Sat Mar  4 11:48:53 2023
sim-06.Network1_amp.continuous;0.4166666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.0;0.75;3;7;0.625;0.8333;0.7143;0.3333;0.17;Sat Mar  4 11:48:53 2023
sim-52.Network1_amp.continuous;0.2916666666666667;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;1.0;4;8;0.5556;0.8333;0.6667;0.1667;0.17;Sat Mar  4 11:48:53 2023
sim-25.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.5;0.8333;0.625;0.0;0.16;Sat Mar  4 11:48:53 2023
sim-44.Network1_amp.continuous;0.5;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.625;0.8333;0.7143;0.3333;0.18;Sat Mar  4 11:48:53 2023
sim-04.Network2_amp.continuous;0.4545454545454545;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.1429;1.3333;4;8;0.6;0.8571;0.7059;0.2857;0.15;Sat Mar  4 11:48:53 2023
sim-57.Network1_amp.continuous;0.3333333333333333;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.8333;0.5;1.25;6;6;0.1667;0.1667;0.1667;0.0;0.2;Sat Mar  4 11:48:53 2023
sim-08.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.1429;0.3333;2;5;0.6667;0.5714;0.6154;0.2857;0.14;Sat Mar  4 11:48:53 2023
sim-35.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.1667;0.25;1;6;0.6667;1.0;0.8;0.5;0.13;Sat Mar  4 11:48:53 2023
sim-15.Network1_amp.continuous;0.25;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.0;0.5;2;6;0.7143;0.8333;0.7692;0.5;0.18;Sat Mar  4 11:48:53 2023
sim-23.Network2_amp.continuous;0.5151515151515151;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.2857;0.6667;2;7;0.7;1.0;0.8235;0.5714;0.03;Sat Mar  4 11:48:53 2023
sim-34.Network2_amp.continuous;0.5151515151515151;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.5833;1.0;0.7368;0.2857;0.03;Sat Mar  4 11:48:53 2023
sim-21.Network2_amp.continuous;0.5454545454545454;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2857;0.0;0;5;0.7;1.0;0.8235;0.5714;0.04;Sat Mar  4 11:48:53 2023
sim-22.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2;1.1429;0.3333;2;5;0.6667;0.5714;0.6154;0.2857;0.04;Sat Mar  4 11:48:53 2023
sim-30.Network2_amp.continuous;0.4242424242424242;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2857;0.0;0;5;0.875;1.0;0.9333;0.8571;0.04;Sat Mar  4 11:48:53 2023
sim-31.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.0;1.0;4;6;0.5;0.4286;0.4615;0.0;0.04;Sat Mar  4 11:48:53 2023
sim-27.Network2_amp.continuous;0.4848484848484848;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.1429;1.0;3;7;0.5714;0.5714;0.5714;0.1429;0.03;Sat Mar  4 11:48:53 2023
sim-29.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4;1.0;0.6667;3;5;0.6667;0.5714;0.6154;0.2857;0.04;Sat Mar  4 11:48:53 2023
sim-26.Network2_amp.continuous;0.303030303030303;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.4286;1.1429;1.0;3;7;0.5;0.5714;0.5333;0.0;0.04;Sat Mar  4 11:48:53 2023
sim-35.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.1667;1.2857;0.3333;1;6;0.7778;1.0;0.875;0.7143;0.03;Sat Mar  4 11:48:53 2023
sim-33.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2857;0.0;0;5;0.875;1.0;0.9333;0.8571;0.03;Sat Mar  4 11:48:53 2023
sim-24.Network2_amp.continuous;0.4242424242424242;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;3;6;0.5556;0.7143;0.625;0.1429;0.05;Sat Mar  4 11:48:53 2023
sim-28.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.5;1.1429;1.3333;4;8;0.5556;0.7143;0.625;0.1429;0.05;Sat Mar  4 11:48:53 2023
sim-36.Network2_amp.continuous;0.4848484848484848;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.3333;1.1429;0.6667;2;6;0.6667;0.5714;0.6154;0.2857;0.04;Sat Mar  4 11:48:53 2023
sim-37.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.0;1.2857;0.0;0;5;0.875;1.0;0.9333;0.8571;0.03;Sat Mar  4 11:48:53 2023
sim-32.Network2_amp.continuous;0.2727272727272727;5;500;pc;{'variant': 'original', 'alpha': 0.05, 'ci_test': 'fisherz', 'priori_knowledge': None};gCastle;No Error;0.2857;1.2857;0.6667;2;7;0.7;1.0;0.8235;0.5714;0.04;Sat Mar  4 11:48:53 2023
