name,var_num,sample_num,varsortability,last_updated
Alarm5_s500_v1,185,500,0.8464022140221402,Mon Feb 27 20:34:31 2023
Alarm5_s500_v2,185,500,0.8057349323493235,Mon Feb 27 20:34:32 2023
Alarm5_s500_v3,185,500,0.7955873308733087,Mon Feb 27 20:34:32 2023
Alarm5_s500_v4,185,500,0.8042742927429274,Mon Feb 27 20:34:33 2023
Alarm5_s500_v5,185,500,0.8161131611316114,Mon Feb 27 20:34:34 2023
Alarm5_s500_v6,185,500,0.8066574415744158,Mon Feb 27 20:34:34 2023
Alarm5_s500_v7,185,500,0.8115774907749077,Mon Feb 27 20:34:35 2023
Alarm5_s500_v8,185,500,0.8171125461254612,Mon Feb 27 20:34:36 2023
Alarm5_s500_v9,185,500,0.8289514145141451,Mon Feb 27 20:34:36 2023
Alarm5_s500_v10,185,500,0.8200338253382534,Mon Feb 27 20:34:37 2023
Alarm5_s1000_v1,185,1000,0.8347170971709718,Mon Feb 27 20:34:37 2023
Alarm5_s1000_v2,185,1000,0.7968942189421894,Mon Feb 27 20:34:38 2023
Alarm5_s1000_v3,185,1000,0.8015836408364083,Mon Feb 27 20:34:39 2023
Alarm5_s1000_v4,185,1000,0.8120387453874539,Mon Feb 27 20:34:39 2023
Alarm5_s1000_v5,185,1000,0.8127306273062731,Mon Feb 27 20:34:40 2023
Alarm5_s1000_v6,185,1000,0.809040590405904,Mon Feb 27 20:34:41 2023
Alarm5_s1000_v7,185,1000,0.8174969249692496,Mon Feb 27 20:34:41 2023
Alarm5_s1000_v8,185,1000,0.8057349323493235,Mon Feb 27 20:34:42 2023
Alarm5_s1000_v9,185,1000,0.8334102091020911,Mon Feb 27 20:34:43 2023
Alarm5_s1000_v10,185,1000,0.8204950799507995,Mon Feb 27 20:34:43 2023
Alarm5_s5000_v1,185,5000,0.808579335793358,Mon Feb 27 20:34:45 2023
Alarm5_s5000_v2,185,5000,0.808579335793358,Mon Feb 27 20:34:46 2023
Alarm5_s5000_v3,185,5000,0.8096555965559655,Mon Feb 27 20:34:47 2023
Alarm5_s5000_v4,185,5000,0.8075030750307504,Mon Feb 27 20:34:48 2023
Alarm5_s5000_v5,185,5000,0.8104243542435424,Mon Feb 27 20:34:49 2023
Alarm5_s5000_v6,185,5000,0.8030442804428044,Mon Feb 27 20:34:50 2023
Alarm5_s5000_v7,185,5000,0.8065805658056581,Mon Feb 27 20:34:51 2023
Alarm5_s5000_v8,185,5000,0.8076568265682657,Mon Feb 27 20:34:52 2023
Alarm5_s5000_v9,185,5000,0.8065805658056581,Mon Feb 27 20:34:53 2023
Alarm5_s5000_v10,185,5000,0.808579335793358,Mon Feb 27 20:34:54 2023
Alarm10_s500_v1,370,500,0.7557698839766166,Mon Feb 27 20:35:01 2023
Alarm10_s500_v2,370,500,0.7441675456316929,Mon Feb 27 20:35:09 2023
Alarm10_s500_v3,370,500,0.74212059996067,Mon Feb 27 20:35:16 2023
Alarm10_s500_v4,370,500,0.7320110123889375,Mon Feb 27 20:35:24 2023
Alarm10_s500_v5,370,500,0.7486279206964979,Mon Feb 27 20:35:31 2023
Alarm10_s500_v6,370,500,0.7516849312619555,Mon Feb 27 20:35:38 2023
Alarm10_s500_v7,370,500,0.7369361960777303,Mon Feb 27 20:35:46 2023
Alarm10_s500_v8,370,500,0.7429429536800329,Mon Feb 27 20:35:53 2023
Alarm10_s500_v9,370,500,0.7540536675188159,Mon Feb 27 20:36:00 2023
Alarm10_s500_v10,370,500,0.7585229812110053,Mon Feb 27 20:36:08 2023
Alarm10_s1000_v1,370,1000,0.7510681659724333,Mon Feb 27 20:36:15 2023
Alarm10_s1000_v2,370,1000,0.7445072134722992,Mon Feb 27 20:36:23 2023
Alarm10_s1000_v3,370,1000,0.7429697695621861,Mon Feb 27 20:36:30 2023
Alarm10_s1000_v4,370,1000,0.7383753150866152,Mon Feb 27 20:36:38 2023
Alarm10_s1000_v5,370,1000,0.7480558485438976,Mon Feb 27 20:36:45 2023
Alarm10_s1000_v6,370,1000,0.7467597475731627,Mon Feb 27 20:36:53 2023
Alarm10_s1000_v7,370,1000,0.735818867654683,Mon Feb 27 20:37:00 2023
Alarm10_s1000_v8,370,1000,0.7362032286322112,Mon Feb 27 20:37:08 2023
Alarm10_s1000_v9,370,1000,0.7467239930636251,Mon Feb 27 20:37:15 2023
Alarm10_s1000_v10,370,1000,0.7576827502368736,Mon Feb 27 20:37:23 2023
Alarm10_s5000_v1,370,5000,0.7388043692010655,Mon Feb 27 20:37:31 2023
Alarm10_s5000_v2,370,5000,0.7442658705329209,Mon Feb 27 20:37:39 2023
Alarm10_s5000_v3,370,5000,0.7419150115308293,Mon Feb 27 20:37:48 2023
Alarm10_s5000_v4,370,5000,0.7377138566601713,Mon Feb 27 20:37:56 2023
Alarm10_s5000_v5,370,5000,0.74075298997086,Mon Feb 27 20:38:04 2023
Alarm10_s5000_v6,370,5000,0.7392959937072063,Mon Feb 27 20:38:12 2023
Alarm10_s5000_v7,370,5000,0.741932888785598,Mon Feb 27 20:38:21 2023
Alarm10_s5000_v8,370,5000,0.7456245418953465,Mon Feb 27 20:38:29 2023
Alarm10_s5000_v9,370,5000,0.7393049323345907,Mon Feb 27 20:38:37 2023
Alarm10_s5000_v10,370,5000,0.7478949532509788,Mon Feb 27 20:38:46 2023
Barley_s500_v1,48,500,0.41786015164279694,Mon Feb 27 20:42:37 2023
Barley_s500_v2,48,500,0.4111204717775906,Mon Feb 27 20:42:37 2023
Barley_s500_v3,48,500,0.42965459140690815,Mon Feb 27 20:42:37 2023
Barley_s500_v4,48,500,0.42881213142375735,Mon Feb 27 20:42:37 2023
Barley_s500_v5,48,500,0.44144903117101936,Mon Feb 27 20:42:37 2023
Barley_s500_v6,48,500,0.409435551811289,Mon Feb 27 20:42:37 2023
Barley_s500_v7,48,500,0.42459983150800334,Mon Feb 27 20:42:37 2023
Barley_s500_v8,48,500,0.42375737152485254,Mon Feb 27 20:42:37 2023
Barley_s500_v9,48,500,0.42965459140690815,Mon Feb 27 20:42:37 2023
Barley_s500_v10,48,500,0.4102780117944398,Mon Feb 27 20:42:37 2023
Barley_s1000_v1,48,1000,0.42291491154170174,Mon Feb 27 20:42:37 2023
Barley_s1000_v2,48,1000,0.4102780117944398,Mon Feb 27 20:42:37 2023
Barley_s1000_v3,48,1000,0.42291491154170174,Mon Feb 27 20:42:37 2023
Barley_s1000_v4,48,1000,0.43302443133951135,Mon Feb 27 20:42:37 2023
Barley_s1000_v5,48,1000,0.43133951137320975,Mon Feb 27 20:42:37 2023
Barley_s1000_v6,48,1000,0.4111204717775906,Mon Feb 27 20:42:37 2023
Barley_s1000_v7,48,1000,0.42965459140690815,Mon Feb 27 20:42:37 2023
Barley_s1000_v8,48,1000,0.41786015164279694,Mon Feb 27 20:42:37 2023
Barley_s1000_v9,48,1000,0.42291491154170174,Mon Feb 27 20:42:37 2023
Barley_s1000_v10,48,1000,0.41701769165964614,Mon Feb 27 20:42:37 2023
Barley_s5000_v1,48,5000,0.42291491154170174,Mon Feb 27 20:42:37 2023
Barley_s5000_v2,48,5000,0.41954507160909854,Mon Feb 27 20:42:37 2023
Barley_s5000_v3,48,5000,0.41786015164279694,Mon Feb 27 20:42:37 2023
Barley_s5000_v4,48,5000,0.42038753159224934,Mon Feb 27 20:42:37 2023
Barley_s5000_v5,48,5000,0.42291491154170174,Mon Feb 27 20:42:37 2023
Barley_s5000_v6,48,5000,0.42038753159224934,Mon Feb 27 20:42:37 2023
Barley_s5000_v7,48,5000,0.41870261162594774,Mon Feb 27 20:42:37 2023
Barley_s5000_v8,48,5000,0.42207245155855094,Mon Feb 27 20:42:37 2023
Barley_s5000_v9,48,5000,0.41870261162594774,Mon Feb 27 20:42:37 2023
Barley_s5000_v10,48,5000,0.42712721145745575,Mon Feb 27 20:42:37 2023
